Unnamed: 0.1,Unnamed: 0,language,rating,category,combined_text,sentiment
24502,24502,kazakh,5.0,smartphones,"маған ұнады ,  жақындарыма алуға кеңес беремін өте ыңғайлы 
",positive
24505,24505,kazakh,5.0,smartphones,"алғаныма бір апта болда ,  әзірше жақсы жағдайда жасап тұр . саусақ іздері ыңғайлы . қысқасы ,  өз бағасына лайық ! 
",positive
24521,24521,kazakh,5.0,smartphones,"мена қызыма сыйлыққа алғанмын ,  қызыма ұнады . жақсы телефон екен . 
",positive
24523,24523,kazakh,5.0,smartphones,"көңілімнен шықты . 
",positive
24528,24528,kazakh,5.0,smartphones,"телефон өз бағасына өте керемет . 
",positive
24541,24541,kazakh,5.0,smartphones,"течь қана каспи магазиннен алыңыздар . бонус үшін рахмет жақсы телефон . балам ұнады . курьер өте сыпайы . каспи магазинг рахмет әзірге айтатын ақауы жоқ 
",positive
24545,24545,kazakh,4.0,smartphones,"өте жақсы телефон ,  барлық жері жақсы жұмыс жасап тұр 
",positive
24550,24550,kazakh,5.0,smartphones,"жақсы телефон ,  алуға кеңес беремін 
",positive
24563,24563,kazakh,5.0,smartphones,"бәрі керемет ! көңілдегідей шықты 
",positive
24575,24575,kazakh,5.0,smartphones,"жолласым алдым . өте ұнады ,  рахмет 
",positive
24579,24579,kazakh,5.0,smartphones,"жақсы смартфон . 
",positive
24582,24582,kazakh,5.0,smartphones,"керемет телефон ,  әрі қолжетімді . бәріңізге кеңес беремін . 
",positive
24589,24589,kazakh,5.0,smartphones,"керемет өте жақсы телефон ! 
",positive
24591,24591,kazakh,5.0,smartphones,"өте жақсы телефон . 
",positive
24595,24595,kazakh,5.0,smartphones,"бәрі жақсы . 
",positive
24598,24598,kazakh,5.0,smartphones,"bari jaksi ,  bizge unadi . 
",positive
24619,24619,kazakh,5.0,smartphones,"күшті ,  әдемі 
",positive
24650,24650,kazakh,1.0,smartphones,"болмайтын телефон 
",negative
24675,24675,kazakh,5.0,smartphones,"барлығы ештеңе 
",positive
24677,24677,kazakh,5.0,smartphones,"өте керемет телефон ! мена өзім оса note дивайсының фанатымын . осыған дейін note 8 ұстадым . енді міне бүгін note 10 plus - ке ия болып отырмын . өте тез қимылдайды . ешқандай қату жоқ . бәріне қызық камерас шығар ,  мена айтайын . камерасын 10 балл беремін . себебі  "" рыбий глаз ""  объектив бар .  "" живой фокус ""  бар . таймлапс барлығы бар . ешқандай минус жоқ . бәрі тамаша ! 
",positive
24849,24849,kazakh,5.0,smartphones,"қызылордаға 5 күнде келді . бәрі ұнады ,  камерас күшті ! 
",positive
24897,24897,kazakh,5.0,smartphones,"телефон жақсы ,  процессор ауыр ойындард көтереді . экран әдемі . версияға артық төлеп қажеті жоқ . айырмашылық процессорд . 
",positive
24907,24907,kazakh,5.0,smartphones,"жақсы телефон . мена қызыма алғам . ұнады 
",positive
24924,24924,kazakh,3.0,smartphones,"телефон өзі жақсы ,  дизайн жаман емес . батарея жақсы ,  1 , 5 күнге жетеді . суретка өте жақсы түсірмейді ,  онша емес . суретка түсіргенде қызыл түс көбірек басымды ,  не түсірсеңде . 
",neutral
24974,24974,kazakh,5.0,smartphones,"телефон өте жақсы ,  ұнады . дизайн өте әдемі екен . қуаты бір күнге жетеді . қазірге ешқандай кемшілік байқамадым . 
",positive
24993,24993,kazakh,5.0,smartphones,"жақсы телефон .  
 
 экран дәу кино көргенге жақсы ,  ойын ойнағанда ыңғайлы .  
 
 зарядкас көпке жетеді . 
",positive
24995,24995,kazakh,5.0,smartphones,"маған өте қатты ұнады ,  жақсы телефон ,  сіздерге үлкен рахмет 
",positive
25002,25002,kazakh,5.0,smartphones,"өте жақсы 
",positive
25007,25007,kazakh,5.0,smartphones,"қызыма алып бердім ,  ұнады . бастыс ,  қызым қатты қуанды 
",positive
25013,25013,kazakh,5.0,smartphones,"пойти ,  ұстауға болад . телефон жақсы ,  жылда ,  фотоға жақсы түсіреді экран тым үлкен 
",positive
25014,25014,kazakh,5.0,smartphones,"барлығы жақсы ,  бағасы қолжетімді 
",positive
25023,25023,kazakh,5.0,smartphones,"қыздарыма ұнады 
",positive
25033,25033,kazakh,5.0,smartphones,"керемет 
",positive
25039,25039,kazakh,1.0,smartphones,"маған камерас ұнамады . 
",negative
25041,25041,kazakh,5.0,smartphones,"жақсы ,  супер ,  маған ұнады ! 
",positive
25044,25044,kazakh,5.0,smartphones,"өте керемет телефон . 
",positive
25057,25057,kazakh,5.0,smartphones,"тамаша телефон ,  бастыс өзіме ұнады ,  рақмет ! 
",positive
25059,25059,kazakh,5.0,smartphones,"керемет телефон 
",positive
25064,25064,kazakh,5.0,smartphones,"керемет ! күшті ! 
",positive
25067,25067,kazakh,1.0,smartphones,"болад ,  бірақ көңілімдегідей емес екен . 
",negative
25070,25070,kazakh,5.0,smartphones,"өте жақсы смартфон ,  маған ұнады . 
",positive
25083,25083,kazakh,5.0,smartphones,"маған ұнады . 
",positive
25091,25091,kazakh,5.0,smartphones,"жақсы телефон . 
",positive
25096,25096,kazakh,5.0,smartphones,"3 - күннің ішінде келді жақсы телефон 
",positive
25103,25103,kazakh,5.0,smartphones,"бәрі жақсы маған бәрі ұнады . өте керемет . 
",positive
25107,25107,kazakh,5.0,smartphones,"тапсырыс беріп жатқанда қара түсіне басып қойыппыз . каспиг рахмет ,  қоңырау шалып ,  қызыл түсіне ауыстырып әкепті бәрі де жақсы . айтарға сөз жоқ . заряд көп ұстайды . ұлыма көк тусін алғамда ,  оса жола қызыма алдым қызыл түсін . бәрі ұнады ,  ырзамын каспиг 
",positive
25112,25112,kazakh,5.0,smartphones,"керемет телефон ,  сөз жоқ ұнады . алыңдар ,  өкінбейсіңдер 
",positive
25118,25118,kazakh,5.0,smartphones,"арзана ,  әрі қымбат телефондардан еш жері кто емес . 
",positive
25149,25149,kazakh,5.0,smartphones,"жақсы телефон ,  фотоға анық түсіреді . және бағасы қолжетімді . алғаныма өкінбеймін ,  маған ұнады . қазірше байқамадым . 
",positive
25152,25152,kazakh,5.0,smartphones,"бәрі өте жақсы . заряд ұзаққа жетеді . өте жақсы жұмыс жасайда 
",positive
25153,25153,kazakh,5.0,smartphones,"бәрі жақсы . тез қуатталады ,  ұзаққа жетеді . қолданысқа өте ыңғайлы 
",positive
25187,25187,kazakh,5.0,smartphones,"өте тамаша ,  ұлыма ұнады . 
",positive
25201,25201,kazakh,5.0,smartphones,"ұнады ,  әзірге жақсы 
",positive
25205,25205,kazakh,5.0,smartphones,"өте жақсы телефон ,  маған қатты ұнады 
",positive
25227,25227,kazakh,3.0,smartphones,"ұстауға болад батарея әлсіз 
",neutral
25229,25229,kazakh,5.0,smartphones,"сапас өте жақсы . 
",positive
25237,25237,kazakh,5.0,smartphones,"бәрі ұнады ,  рахмет 
",positive
25239,25239,kazakh,5.0,smartphones,"керемет ,  ұнады . енема сыйлағанмын . 
",positive
25243,25243,kazakh,5.0,smartphones,"рахмет . телефон ұнады . 
",positive
25291,25291,kazakh,5.0,smartphones,"самсунг а20 өте жақсы телефон ,  бізге ұнады . алсаңыздар ,  өкінбейсіздер ! 
",positive
25300,25300,kazakh,5.0,smartphones,"өте жақсы ,  маған ұнады ! осындай телефон алам деушілерге ойланбастать алуға болад деп кеңес беремін . 
",positive
25302,25302,kazakh,5.0,smartphones,"барлығы жақсы . телефон ұнады 
",positive
25314,25314,kazakh,5.0,smartphones,"дәу смартфон ұстағысы келетіндерге таптырмас құрал екен тым үлкен екен . 
",positive
25322,25322,kazakh,5.0,smartphones,"өте керемет телефон . ыңғайлы ,  ұнады . рахмет ,  каспи 
",positive
25326,25326,kazakh,5.0,smartphones,"керемет ,  өте жақсы ,  ұнады . 
",positive
25329,25329,kazakh,4.0,smartphones,"маған ұнады . экран таз ,  дауыс жақсы ,  өзіме де осындай телефон алсамба деп журмін . 
",positive
25350,25350,kazakh,5.0,smartphones,"қатты ұнады . 
",positive
25359,25359,kazakh,5.0,smartphones,"бәрі жақсы . 
",positive
25372,25372,kazakh,5.0,smartphones,"телефон жақсы ,  өзіме алып едім ,  ұнады бір ұнамағаны дауыс қатты шықпайды екен ,  сөйлескенде де ,  ән тыңдасаңда 
",positive
25374,25374,kazakh,5.0,smartphones,"телефон зора ,  батарея жақсы . алыңыздар ,  өкінбейсіздер 
",positive
25379,25379,kazakh,5.0,smartphones,"бәрі керемет ,  маған ұнады 
",positive
25389,25389,kazakh,5.0,smartphones,"экран үлкен ,  саусақтың ізі сканері жақсы 
",positive
25391,25391,kazakh,5.0,smartphones,"терефонның экран ұңады ! 
",positive
25395,25395,kazakh,5.0,smartphones,"телефон жақсы ұнады . бәрі жақсы істеп тұр . 
",positive
25398,25398,kazakh,5.0,smartphones,"kizima unadi ,  ustap jur 
",positive
25404,25404,kazakh,5.0,smartphones,"тело өте жақсы ,  заряд көп уақытқа жетеді ,  сапас керемет 
",positive
25407,25407,kazakh,5.0,smartphones,"керемет телефон 
",positive
25409,25409,kazakh,5.0,smartphones,"сапас өте жақсы ,  маған ұнады 
",positive
25438,25438,kazakh,5.0,smartphones,"маған ұнады ,  басқаша бақылап көреміз әрі қарай . 
",positive
25439,25439,kazakh,5.0,smartphones,"өз бағасына жақсы анықтығы әлсіз 
",positive
25442,25442,kazakh,4.0,smartphones,"телефон жақсы ,  экран да ,  барлығы ұнады 
",positive
25450,25450,kazakh,5.0,smartphones,"маған қатты ұнады оса телефон . 
",positive
25451,25451,kazakh,5.0,smartphones,"телефон керемет ! өзіме ұнайды . 
",positive
25454,25454,kazakh,5.0,smartphones,"дизайн керемет . жақсы телефон 
",positive
25464,25464,kazakh,5.0,smartphones,"өте жақсы 
",positive
25502,25502,kazakh,5.0,smartphones,"керемет ! 
",positive
25515,25515,kazakh,5.0,smartphones,"күшті 
",positive
25551,25551,kazakh,5.0,smartphones,"өте жақсы сапал телефон екен ,  камерас өте жақсы ,  маған ұнады 
",positive
25565,25565,kazakh,5.0,smartphones,"бағасы сапасын сай . өкінбейсіз . осындай сипаттағы хаувь сяомить ,  оппоға қызыкпадым . соңына дейін самсунг тостый ,  міне ,  шықты . lg x power 2 - ден кейін өте тамаша аппарат .  128 гб sd карта . камерас керемет . батареяс 4000 mah . смартфон ұнады ,  флагмандардан кто емес . аксессуарлар толып тұр . жолдасым а40 қарастырып отырмын . батареяс тез отырад . 
",positive
25576,25576,kazakh,5.0,smartphones,"телефон керемет . көрінісі әдемі ,  ыңғайлы ,  маған ұнады . 
",positive
25588,25588,kazakh,5.0,smartphones,"өте жақсы телефон ,  камера ,  батарея ,  доставка тез келді . каспиг рахмет ! 
",positive
25607,25607,kazakh,5.0,smartphones,"жақсы телефон 
",positive
25608,25608,kazakh,5.0,smartphones,"жақсы телефон . 
",positive
25611,25611,kazakh,5.0,smartphones,"жақсы телефон 
",positive
25621,25621,kazakh,4.0,smartphones,"жақсы телефон ! 
",positive
25622,25622,kazakh,5.0,smartphones,"өте керемет ,  маған ұнады . камера ерекша керемет . 
",positive
25623,25623,kazakh,5.0,smartphones,"жеткізіп берушілерге рахмет ең сәтті алынған телефон болда . айфоннан самсунг елу есе артық екен . суықта қатпайды . зарядкас жақсы және ұзақ сақталады . ұнамаған жерлері жоқ ,  керемет телефон 
",positive
25633,25633,kazakh,5.0,smartphones,"көп рахмет . телефон ұнады . 
",positive
25645,25645,kazakh,5.0,smartphones,"көп рахмет ! қызыма ұнады ,  камерас ,  жұмыс істеуі ,  жылдамдығы ,  бәрі бәрі жақсы 
",positive
25653,25653,kazakh,5.0,smartphones,"өте ыңғайлы ,  керемет 
",positive
25669,25669,kazakh,5.0,smartphones,"бұл телефон менің ойымдағыдай болып шықты 
",positive
25690,25690,kazakh,5.0,smartphones,"жақсы ,  әдемі 
",positive
25692,25692,kazakh,5.0,smartphones,"барлығы жақсы ,  толық экран маған қатты ұнады 
",positive
25693,25693,kazakh,5.0,smartphones,"өте жақсы телефон ,  жеткізуі де тез ,  уақытынан бұрын келді . 
",positive
25701,25701,kazakh,4.0,smartphones,"өте жақсы деуга болад . тез жұмыс жасайд саусақтың ізі сканері жайя жұмыс жасайд . нашар деп айтуға болад 
",positive
25707,25707,kazakh,5.0,smartphones,"жақсы телефон . ұнады . бағасы жақсы . көлемді ,  таз ,  жылда ,  қымбат телефондардан еш айырмашылығы жоқ . түрі де әдемі жасалған . заряд жақсы . 
",positive
25711,25711,kazakh,5.0,smartphones,"фотоға жақсы түсіреді ,  бағасы қымбат емес ,  барлық талаптарға сай ! сатып алуға кеңес беремін ! 
",positive
25773,25773,kazakh,5.0,smartphones,"өкінбейсіздер ,  алсаңыздар . телефон керемет ,  ұнады . өзіме алғанмын . қуаныштымын . фото ,  видео күшті . ақ түсі керемет көрінеді екен . 
",positive
25777,25777,kazakh,5.0,smartphones,"керемет ұялы телефон ! ұнады . өте үлкен емес ,  жіңішке ! каспи магазинг рақмет ,  жеткізуі тіпті керемет ,  тиімді баға ! фото супер ,  заряд екі күнге жетеді . бәрі жақсы ! 
",positive
25829,25829,kazakh,5.0,smartphones,"өте керемет телефон ,  ұнады 
",positive
25835,25835,kazakh,5.0,smartphones,"үлкен рахмет ,  тапсырысымды 3 күн ішінде жеткізіп берді . жұмыстарыңызға табыс тілеймін ! 
",positive
25850,25850,kazakh,5.0,smartphones,"керемет ! 
",positive
25907,25907,kazakh,4.0,smartphones,"телефон өте жақсы ,  ұнады . заряд ұзаққа шыдайда екен . әзірге минус жоқ . бірақ жеткізу өте ұзақ болып кетті . 
",positive
25993,25993,kazakh,5.0,smartphones,"өте жақсы ,  өзіме қатты ұнады . 
",positive
26002,26002,kazakh,5.0,smartphones,"жақсы телефон 
",positive
26056,26056,kazakh,5.0,smartphones,"керемет 
",positive
26146,26146,kazakh,4.0,smartphones,"тауар жақсы )  қызмет көрсету жағы нашара 
",positive
26154,26154,kazakh,4.0,smartphones,"менің ойымнан шықты . өте жақсы ,  пайдалануға ыңғайлы ,  камерас супер 
",positive
26219,26219,kazakh,5.0,smartphones,"телефон мықты ,  течь аккумулятор нашар 
",positive
26271,26271,kazakh,5.0,smartphones,"телефон ұнады ,  өте жақсы ,  ұстағанда ыңғайлы ұзақ күттік 
",positive
26284,26284,kazakh,5.0,smartphones,"өте жақсы телефон ,  қатты ұнайды ! 
",positive
26286,26286,kazakh,5.0,smartphones,"жақсы жасап тұр . камерас мықты . 
",positive
26372,26372,kazakh,5.0,smartphones,"телефон жақсы ,  әйеліме ұнады бәрі жақсы 
",positive
26379,26379,kazakh,3.0,smartphones,"ақшасына жарас жад үлкен ,  сосын жылда зарядталада сөйлесу кезінде ажыратада ,  чехол таппадым 
",neutral
26516,26516,kazakh,5.0,smartphones,"каспиг рахмет тез әрі жылда қызмет үшін өте жақсы ,  сапал 
",positive
26575,26575,kazakh,5.0,smartphones,"бауырым алып бердім ,  дән риза рахмет 
",positive
26604,26604,kazakh,5.0,smartphones,"обалденный телефон понравиться устраивать 
",positive
26630,26630,kazakh,5.0,smartphones,"мена өте қуаныштымын . айтылған мерзимінен ерт жеткізіп берді ,  рахмет сіздерге . телефон ұнады ,  сапас өте жақсы . қызметтеріңіз алға бас берсін ! 
",positive
26632,26632,kazakh,5.0,smartphones,"ұнады ,  рахмет ! 
",positive
26636,26636,kazakh,4.0,smartphones,"қызыма сыйлық еді . енді оған ұнап жатыр 
",positive
26654,26654,kazakh,5.0,smartphones,"рахмет ,  өте жақсы ,  қызыма ұнады ! 
",positive
26753,26753,kazakh,5.0,smartphones,"өте жақсы телефон ,  ешқандай мәселе жоқ ,  алуға кеңес беремін 
",positive
26780,26780,kazakh,5.0,smartphones,"телефон өте жақсы . 
",positive
26801,26801,kazakh,5.0,smartphones,"жақсы ,  ұнады ,  сатып алуға кеңес беремін 
",positive
26845,26845,kazakh,5.0,smartphones,"жақсы ,  ұнады ,  балам алғам :  жылда ,  қатпайды ,  зарядкас көпке шыдайда 
",positive
26861,26861,kazakh,5.0,smartphones,"қаржылай тиімді телефон . бағасына тұрарлықтай екен . samsung j1 ,  j1 ace ,  j2 ,  j2 core ,  салыстырғанда әлдеқайда арзана әрі ,  функциялар жақсырақ . ең бастыс ,  қосалқы бөлшектері арзана жоғарыдағы тедефондарға қарағанда ! осындай бағадағы телефоннан басқа не сұрайсың ?! болад қолдануға . 
",positive
26867,26867,kazakh,4.0,smartphones,"мена ұлыма алып бердім ,  өте жақсы телефон . динамик жақсы ,  дауыс қатты шығады 
",positive
26934,26934,kazakh,5.0,smartphones,"барлығы тамаша ,  маған ұнады 👍 👍 👍 күш қуаты тез отырып қалады . 
",positive
26994,26994,kazakh,5.0,smartphones,"телефон өте жақсы ,  маған ұнады ! 
",positive
27046,27046,kazakh,5.0,smartphones,"балам қатты ұнады . рахмет kaspi . kz ! 
",positive
27048,27048,kazakh,5.0,smartphones,"маған қатты ұнады . камерас тамаша түсіреді . және дауыс қатты шығады екен ! рахмет . 
",positive
27090,27090,kazakh,5.0,smartphones,"телефон бомба 
",positive
27109,27109,kazakh,5.0,smartphones,"маған унада . сапас бағасына сай ,  жылда 
",positive
27116,27116,kazakh,5.0,smartphones,"басқасы бәрі жақсы . камерас анық ,  дауыс қатты . құлаққап ғана жоқ екен комплектте . 
",positive
27187,27187,kazakh,5.0,smartphones,"үйде отырып - ақ каспи магазин арқылы тапсырыс беруг болад ,  және мена солай жасадым .  12 айға пайыссыз бөліп төлейтін болдым . тауард көрсетілген мерзімнен 2 күн бұрын жеткізді . сол үшін алғыс айтамын . бәрі ұнайды . үлкен ,  ұстауға қолайсыздау бола ма деп ойлағанмын . жоқ ,  олай болмай шықты . ғаламторды көп пайдаланушының бірімін ,  сондықтан смартфонның бұл түрі көңілімнен шыкты . жинақта құлаққаптың жоғы ұнамады . ола болс ,  тіпті керемет болар еді . 
",positive
27220,27220,kazakh,5.0,smartphones,"телефон ұнады ,  қуаты көпке жетеді ,  ғаламторға тез кіреді . 
",positive
27232,27232,kazakh,4.0,smartphones,"жалпа 4 деген баға беремін бәрі жақсы . ыңғайлы ,  сапал қызмет көрсетілуде 4 джи жұмыс жасауы жәй 
",positive
27265,27265,kazakh,5.0,smartphones,"дизайн кермет ,  сапас жақсы ,  бағасына лайық ,  нарықтағы қолжетімді ,  ең жақсы телефон деп айта аламын ! 
",positive
27282,27282,kazakh,5.0,smartphones,"сапас жоғары ,  суретка жақсы түсіреді ,  ұнады . 
",positive
27288,27288,kazakh,4.0,smartphones,"өте жақсы телефон . 
",positive
27331,27331,kazakh,4.0,smartphones,"jaksi ,  ingaili batareyasi tez otiradi jane soilesip jatkanda baska programmalarga kirip kete beredi 
",positive
27347,27347,kazakh,5.0,smartphones,"өте жақсы телефон . алыңыздар ,  өкінбейсіздер . 
",positive
27366,27366,kazakh,4.0,smartphones,"жақсы смартфон . ергежейлі ,  камерас күшті . дауыс таз шығады . дизайн жағынан алғанда айфон 7ге де жәнеде самсунг а50ге ұқсайды . барынш жылда процессор . маған ұнады ! бағасынада сай келеді . 
",positive
27367,27367,kazakh,5.0,smartphones,"ең бастыс батареяс бұл бағадағы басқа телефондарға қарағанда шыдамды . камера ,  процессор ,  т . б . бұл бағадагы басқа телефондардан әлдеқайда жақсы телефон өз бағасына жақсы . батарея екі күннен ұзақ ұстайды ,  камераға сөз жоқ ,  керемет түсіреді жаман жақтарын байқамадым 
",positive
27396,27396,kazakh,5.0,smartphones,"бірінші кезект заряд жақсы екен . функциялар қолайлы . экранға 5 деген баға брать . 
",positive
27415,27415,kazakh,5.0,smartphones,"телефон жақсы ,  ұнады сапас жақсы құлаққап жоқ . жайя зарядталада 
",positive
27416,27416,kazakh,5.0,smartphones,"керемет ,  маған қатты ұнады . 
",positive
27438,27438,kazakh,5.0,smartphones,"өте керемет ,  көңілімізден шықты 
",positive
27482,27482,kazakh,5.0,smartphones,"өте керемет ,  мінсіз . 
",positive
27503,27503,kazakh,5.0,smartphones,"өте әдемі телефон . бәрі керемет . 
",positive
27550,27550,kazakh,5.0,smartphones,"өте жақсы ,  маған ұнады ,  рахмет сіздерге . 
",positive
27563,27563,kazakh,5.0,smartphones,"телефон жақсы екен . ыңғайлы . жеткізу тур айтқан күні әкелді . курьер өте сыпайы жауап берді . телефонмен звондап білсеңде ,  жаксы жауап береді дүкенге 
",positive
27568,27568,kazakh,3.0,smartphones,"бағасына сапас лайықты . 
",neutral
27570,27570,kazakh,5.0,smartphones,"телефон өте тамаша ,  қызыма алып бергенмін ,  ұнады ,  супер . суреттка жақсы түсіреді . супер ,  алсаңыздар ,  өкінбейсіздер 
",positive
27592,27592,kazakh,5.0,smartphones,"жақсы ,  балам ұнады 
",positive
27645,27645,kazakh,5.0,smartphones,"жақсы смартфон ,  маған өте ұнады . тез жеткізді 
",positive
27655,27655,kazakh,3.0,smartphones,"телефон жаман емес ! мықты деп айта алмаймын . бірақ өз бағасына тұрарлық телефон . 
",neutral
27768,27768,kazakh,5.0,smartphones,"өте керемет телефон ,  сөз жоқ ! 
",positive
27776,27776,kazakh,5.0,smartphones,"фотоға күшті түсіреді . 
",positive
27777,27777,kazakh,5.0,smartphones,"телефон жақсы ,  заряд екі күнге жетеді ,  азаннан кешка дейін ойын онасаң бір күнге жетеді вай - файмен . камера жақсы түсіреді . музыканың даус енді айырад . ең бастыс ,  телефонның 3 - нәрсесі жақсы бола керек :
 1 )  камерас жақсы ,  анық ,  таз түсіру керек ;
 2 )  жад тез толып қалмау керек ;
 3 )  батареяс жақсы бола керек . 
 осының бәрі оса телефонд бар ,  мена сондықтан оса телефонд таңдадым ! 
",positive
27789,27789,kazakh,5.0,smartphones,"өте сапал смартфон . ыңғайлы . маған қатты ұнады . 
",positive
27792,27792,kazakh,5.0,smartphones,"смартфон өте ыңғайлы ,  барлық жағынан керемет . маған өте ұнады . 
",positive
27804,27804,kazakh,3.0,smartphones,"самсунгқа үйреніп қалған едім . маған ұнамады . программаса қиын екен . 
",neutral
27805,27805,kazakh,5.0,smartphones,"телефон өте жақсы . камера супер . 
",positive
27809,27809,kazakh,5.0,smartphones,"өзім күткендей ,  үлкен және әдемі ,  қолданысқа ыңғайлы екен . программаса жеңіл ,  маған ұнады 
",positive
27811,27811,kazakh,5.0,smartphones,"телефон өте жақсы . функциялар түсінікті . 
",positive
27815,27815,kazakh,5.0,smartphones,"зарядкас екі күнге жетеді ,  маған ұнады . 
",positive
27825,27825,kazakh,5.0,smartphones,"маған қатты ұнады ,  өте керемет 
",positive
27827,27827,kazakh,5.0,smartphones,"суретка тұнық түсіреді ,  динамикас жақсы . даус керемет . өте жақсы телефон ,  маған ұнады . 
",positive
27828,27828,kazakh,5.0,smartphones,"жақсы 
",positive
27842,27842,kazakh,4.0,smartphones,"самсунгтан кейін орро функциясын түсіну қиындау болып жатыр . жалпа телефон жақсы 
",positive
27855,27855,kazakh,5.0,smartphones,"маған қатты ұнады . өте жақсы . течь чехол мена қорғаныс шын әлі шықпапты . 
",positive
27859,27859,kazakh,5.0,smartphones,"телефон өте ұнады ,  функциялар оңай жарқын ,  камерас тынық ,  алғаныма өкінбеймін . жақсы телефон 
",positive
27881,27881,kazakh,5.0,smartphones,"керемет телефон . интернет ,  камера сапас өте жақсы ,  таз ! қазірше қуаты ұзаққа жетіп жатыр ! каспиг рахмет дизайн ,  функциялар күткеніміздей шықты ! 
",positive
27888,27888,kazakh,4.0,smartphones,"телефон күшті ,  интернет жақсы ұстайды 
",positive
27889,27889,kazakh,5.0,smartphones,"смартфонның сапас жоғары ,  камерасын сөз жоқ ,  өте керемет ,  қатпайды ,  жалпа керемет смартфон ,  алған адам өкінбейді ! 
",positive
27890,27890,kazakh,5.0,smartphones,"жақсы телефон 
",positive
27901,27901,kazakh,5.0,smartphones,"өте жақсы телефон ,  керемет . 
",positive
27916,27916,kazakh,5.0,smartphones,"телефон барлық жағынан өте жақсы ,  ыңғайлы . барлық функциялары бар . 
",positive
27925,27925,kazakh,1.0,smartphones,"жаман 
",negative
27928,27928,kazakh,5.0,smartphones,"әзірге бәрі жақсы ,  ешқандай шағым жоқ . 
",positive
27940,27940,kazakh,5.0,smartphones,"балам ұнады ,  жақсы телефон . 
",positive
27952,27952,kazakh,4.0,smartphones,"сыйлыққа алдым . өте керемет ,  риза болда . 
",positive
27972,27972,kazakh,5.0,smartphones,"анама өте ұнады ! 
",positive
27973,27973,kazakh,5.0,smartphones,"жақсы телефон ,  қызыма ұнады . 
",positive
28000,28000,kazakh,5.0,smartphones,"маған телефон ұнады . 
",positive
28008,28008,kazakh,4.0,smartphones,"телефон жақсы ,  камерас әсіресе басқа кемшіліктерін байқамадым 
",positive
28102,28102,kazakh,5.0,smartphones,"бәрі - бәрі керемет . менің арманымдағы телефон . ешқандай минус жоқ 
",positive
28113,28113,kazakh,5.0,smartphones,"маған өте қатты ұнады . камерас өте таз түсіреді 
",positive
28117,28117,kazakh,5.0,smartphones,"камераның сапас ,  барлығы ұнады . рахмет айтамын көп көп . ерекша телефон екен . алғаныма өкінбеймін . 
",positive
28122,28122,kazakh,5.0,smartphones,"тамаша 
",positive
28205,28205,kazakh,5.0,smartphones,"телефон супер ! жақында ғана бал пайдалан бастадый . ұнап жатыр ! ар жағын көре жатамыза . менда де осындай телефон ,  менікі xiaomi redmi note 5 модель . 
",positive
28240,28240,kazakh,5.0,smartphones,"өз бағасына лайық ! 
",positive
28241,28241,kazakh,5.0,smartphones,"кетірген акшаңызға тұрарлық . камерас жақсы . өкінбейсіздер 
",positive
28256,28256,kazakh,5.0,smartphones,"бәрі жақсы ,  алғаныма бір ай шамас болда ! 
",positive
28294,28294,kazakh,5.0,smartphones,"өте жақсы телефон ,  бәрі ұнады . течь құлаққапы комплектінде жоқ ,  соған ғана ренжідік . 
",positive
28347,28347,kazakh,5.0,smartphones,"әзірге жақсы . экранның уақытын таппадым ,  қаншада экран өшетінін . 
",positive
28352,28352,kazakh,5.0,smartphones,"жақсы телефон ,  көңілім толд . 
",positive
28414,28414,kazakh,5.0,smartphones,"өте жақсы ,  бәрі ұнады 
",positive
28427,28427,kazakh,5.0,smartphones,"өте тамаша 
",positive
28433,28433,kazakh,5.0,smartphones,"бәрі жақсы 
",positive
28435,28435,kazakh,5.0,smartphones,"телефон өте жақсы . дизайн керемет ! ұнады . 
",positive
28457,28457,kazakh,5.0,smartphones,"батарея әлсіз 
",positive
28463,28463,kazakh,5.0,smartphones,"құлаққап жоқ . орнын арзана чехол келді 
",positive
28516,28516,kazakh,5.0,smartphones,"өте жақсы телефон ,  маған ұнады . батареяс тәулікке шыдайда 
",positive
28647,28647,kazakh,5.0,smartphones,"телефон жақсы ,  заряд ұзаққа жетеді ,  өз бағасына тұрарлық ,  сапал телефон заряд жылда емес екен ,  бірақ телефон жылда зарядқа арналып жасалған . жека зарядтау құрылғысы ала керек ,  оригиналдан басқа 
",positive
28748,28748,kazakh,5.0,smartphones,"телефон жақсы ,  фотокамера күшті ,  анық түсіреді екен . құлаққап келгена комплектте жоқ . 
",positive
28758,28758,kazakh,5.0,smartphones,"жақсы телефон . рахмет . қолдануға ыңғайлы бәрі ұнады 
",positive
28773,28773,kazakh,5.0,smartphones,"телефон жақсы ,  қолдау ыңғайлы ,  әрі оңай ! балам ұнады құлаққап комлектіге кірмеген 
",positive
28774,28774,kazakh,5.0,smartphones,"өз бағасына лайықты телефон камерас ,  дауысының қатты шығуы ,  жад жақсы ,  тез зарядталада видео түсіргенде дауыс нашара 
",positive
28792,28792,kazakh,5.0,smartphones,"тегін немес науқанмен берілсе ,  зора болар еді скриншот керемет екен 
",positive
28825,28825,kazakh,5.0,smartphones,"жақсы телефон ,  балам қатты ұнап жатыр . ұлым да ,  бауырой оса телефонд таңдады . әзірге минусын көрмедік . 
",positive
